log_file,filename,full_aig_path,status,time,frame,sat_solving_time,sat_solving_percent,total_time
yosyshq_appnote_123_cv32e40x-p607_log.txt,yosyshq_appnote_123_cv32e40x-p607.aig,./hwmcc24/2024/yosyshq/appnote_123/cv32e40x/yosyshq_appnote_123_cv32e40x-p607.aig,UNKNOWN,,N/A,N/A,N/A,N/A
pdtswvsam6x8p0_log.txt,pdtswvsam6x8p0.aig,./hwmcc11/single/pdtswvsam6x8p0.aig,BUG,0.35,57,0.2,59.15,0.34
cal66_log.txt,cal66.aig,./avr/industry/cal66/cal66.aig,PROVED,0.0,2,0.04,15.93,0.24
cal76_log.txt,cal76.aig,./avr/industry/cal76/cal76.aig,PROVED,0.0,2,0.0,3.13,0.02
pdtvisns3p19_log.txt,pdtvisns3p19.aig,./hwmcc08/pdtvisns3p19.aig,PROVED,0.0,2,0.0,0.99,0.04
pdtvisns3p09_log.txt,pdtvisns3p09.aig,./hwmcc11/single/pdtvisns3p09.aig,PROVED,0.0,8,0.22,74.05,0.29
6s391rb365_log.txt,6s391rb365.aig,./hwmcc13/single/6s391rb365.aig,UNKNOWN,,N/A,N/A,N/A,N/A
vis_arrays_am2910_p2_log.txt,vis_arrays_am2910_p2.aig,./hwmcc20/aig-1.8/vis_arrays_am2910_p2.aig,PROVED,0.0,3,0.0,0.9,0.03
cal40_log.txt,cal40.aig,./avr/industry/cal40/cal40.aig,PROVED,0.0,2,0.04,45.85,0.09
trex02-1_log.txt,trex02-1.aig,./hwmcc24/2024/sosylab/loops/trex02-1.aig,PROVED,0.0,2,0.0,3.62,0.01
yosyshq_appnote_123_cv32e40x-p749_log.txt,yosyshq_appnote_123_cv32e40x-p749.aig,./hwmcc24/2024/yosyshq/appnote_123/cv32e40x/yosyshq_appnote_123_cv32e40x-p749.aig,PROVED,0.0,4,0.01,10.34,0.14
cal50_log.txt,cal50.aig,./avr/industry/cal50/cal50.aig,PROVED,0.0,2,0.0,4.76,0.02
pdtvistimeout1_log.txt,pdtvistimeout1.aig,./hwmcc08/pdtvistimeout1.aig,PROVED,0.0,1,0.0,2.31,0.01
6s130_log.txt,6s130.aig,./hwmcc13/single/6s130.aig,UNKNOWN,,N/A,N/A,N/A,N/A
6s321b1_log.txt,6s321b1.aig,./hwmcc13/single/6s321b1.aig,PROVED,0.02,98,10.68,77.34,13.81
h_CRC_log.txt,h_CRC.aig,./avr/opensource/h_CRC/h_CRC.aig,BUG,0.01,4,0.0,3.69,0.01
qspiflash_dualflexpress_divthree-p150_log.txt,qspiflash_dualflexpress_divthree-p150.aig,./hwmcc19/single/aig/wolf/2019C/qspiflash_dualflexpress_divthree-p150.aig,PROVED,0.03,118,689.52,57.95,1189.87
pdtpmsmatrix_log.txt,pdtpmsmatrix.aig,./hwmcc08/pdtpmsmatrix.aig,PROVED,0.0,3,0.05,59.32,0.08
6s268r_log.txt,6s268r.aig,./hwmcc13/single/6s268r.aig,UNKNOWN,,N/A,N/A,N/A,N/A
AllInterval-019_log.txt,AllInterval-019.aig,./hwmcc24/2024/sosylab/xcsp/AllInterval-019.aig,UNKNOWN,,N/A,N/A,N/A,N/A
139463p6neg_log.txt,139463p6neg.aig,./hwmcc08/139463p6neg.aig,BUG,5.06,3,1.99,39.32,5.06
6s120_log.txt,6s120.aig,./hwmcc1517/6s120.aig,PROVED,0.15,4,0.41,67.69,0.61
pdtpmsvsa16a_log.txt,pdtpmsvsa16a.aig,./hwmcc11/single/pdtpmsvsa16a.aig,PROVED,0.07,9,1.56,60.12,2.59
6s269r_log.txt,6s269r.aig,./hwmcc13/single/6s269r.aig,PROVED,3.86,35,1731.77,63.75,2716.64
neclaftp3002_log.txt,neclaftp3002.aig,./hwmcc11/single/neclaftp3002.aig,BUG,0.4,15,0.31,78.64,0.39
picorv32_mutBY_nomem-p1_log.txt,picorv32_mutBY_nomem-p1.aig,./hwmcc1920ns/picorv32_mutBY_nomem-p1.aig,UNKNOWN,,N/A,N/A,N/A,N/A
6s342rb131_log.txt,6s342rb131.aig,./hwmcc13/single/6s342rb131.aig,UNKNOWN,,N/A,N/A,N/A,N/A
dme4p1_log.txt,dme4p1.aig,./hwmcc08/dme4p1.aig,BUG,0.02,3,0.0,9.29,0.02
bj08amba2g5_log.txt,bj08amba2g5.aig,./hwmcc08/bj08amba2g5.aig,PROVED,0.0,1,0.0,1.09,0.02
rocket_1761_log.txt,rocket_1761.aig,./hwmcc24/2024/hku/branch_coverage/bv/rocket_1761.aig,UNKNOWN,,N/A,N/A,N/A,N/A
imgfifo-p058_log.txt,imgfifo-p058.aig,./others/vgasim-imgfifo/aig/imgfifo-p058.aig,PROVED,0.0,3,0.0,17.63,0.03
picorv32-pcregs-p0_log.txt,picorv32-pcregs-p0.aig,./hwmcc1920ns/picorv32-pcregs-p0.aig,UNKNOWN,,N/A,N/A,N/A,N/A
imgfifo-p120_log.txt,imgfifo-p120.aig,./others/vgasim-imgfifo/aig/imgfifo-p120.aig,PROVED,0.0,9,0.23,41.49,0.55
oski15a08b04s_log.txt,oski15a08b04s.aig,./hwmcc15/oski15a08b04s.aig,UNKNOWN,,N/A,N/A,N/A,N/A
imgfifo-p048_log.txt,imgfifo-p048.aig,./others/vgasim-imgfifo/aig/imgfifo-p048.aig,PROVED,0.0,6,0.17,59.73,0.28
mentorbm1and_log.txt,mentorbm1and.aig,./hwmcc11/single/mentorbm1and.aig,BUG,6.1,12,3.26,53.58,6.08
lcm1_unwindbound2_log.txt,lcm1_unwindbound2.aig,./hwmcc24/2024/sosylab/nla-digbench-scaling/lcm1_unwindbound2.aig,UNKNOWN,,N/A,N/A,N/A,N/A
oski15a08b05s_log.txt,oski15a08b05s.aig,./hwmcc15/oski15a08b05s.aig,UNKNOWN,,N/A,N/A,N/A,N/A
6s322rb265_log.txt,6s322rb265.aig,./hwmcc13/single/6s322rb265.aig,PROVED,0.0,1,0.0,0.0,0.79
cal217_log.txt,cal217.aig,./avr/industry/cal217/cal217.aig,UNKNOWN,,N/A,N/A,N/A,N/A
arbitrated_top_n2_w32_d32_e0_log.txt,arbitrated_top_n2_w32_d32_e0.aig,./hwmcc24/2019/mann/data-integrity/unsafe/arbitrated_top_n2_w32_d32_e0.aig,UNKNOWN,,N/A,N/A,N/A,N/A
viselevatorp3_log.txt,viselevatorp3.aig,./hwmcc11/single/viselevatorp3.aig,PROVED,0.0,2,0.0,7.87,0.02
ILA_Ridecore_ANDI_sanity_log.txt,ILA_Ridecore_ANDI_sanity.aig,./hwmcc24/2024/hku/refinement_checking/bv/ILA_Ridecore_ANDI_sanity.aig,UNKNOWN,,N/A,N/A,N/A,N/A
sw_loop_v_log.txt,sw_loop_v.aig,./avr/crafted/sw_loop_v/sw_loop_v.aig,BUG,0.02,20,0.0,22.97,0.02
fastfir-p043_log.txt,fastfir-p043.aig,./others/fastfir/aig/fastfir-p043.aig,PROVED,0.03,21,31.68,68.18,46.47
cal207_log.txt,cal207.aig,./avr/industry/cal207/cal207.aig,UNKNOWN,,N/A,N/A,N/A,N/A
139464p6neg_log.txt,139464p6neg.aig,./hwmcc08/139464p6neg.aig,BUG,9.49,5,3.87,40.79,9.48
fastfir-p053_log.txt,fastfir-p053.aig,./others/fastfir/aig/fastfir-p053.aig,PROVED,0.0,12,0.42,48.66,0.86
oski2ub4i_log.txt,oski2ub4i.aig,./hwmcc14/single/oski2ub4i.aig,UNKNOWN,,N/A,N/A,N/A,N/A
yosyshq_appnote_123_cv32e40x-p698_log.txt,yosyshq_appnote_123_cv32e40x-p698.aig,./hwmcc24/2024/yosyshq/appnote_123/cv32e40x/yosyshq_appnote_123_cv32e40x-p698.aig,UNKNOWN,,N/A,N/A,N/A,N/A
cal171_log.txt,cal171.aig,./avr/industry/cal171/cal171.aig,PROVED,0.0,2,0.01,24.75,0.03
139442p1_log.txt,139442p1.aig,./hwmcc08/139442p1.aig,BUG,0.38,3,0.14,38.28,0.38
oski15a01b46s_log.txt,oski15a01b46s.aig,./hwmcc15/oski15a01b46s.aig,UNKNOWN,,N/A,N/A,N/A,N/A
pdtviscoherence1_log.txt,pdtviscoherence1.aig,./hwmcc08/pdtviscoherence1.aig,BUG,0.29,18,0.19,67.18,0.28
mul9_log.txt,mul9.aig,./hwmcc1920ns/mul9.aig,UNKNOWN,,N/A,N/A,N/A,N/A
pdtswvqis10x6p2_log.txt,pdtswvqis10x6p2.aig,./hwmcc11/single/pdtswvqis10x6p2.aig,UNKNOWN,,N/A,N/A,N/A,N/A
vgasim_imgfifo-p070_log.txt,vgasim_imgfifo-p070.aig,./hwmcc20/aig-1.8/vgasim_imgfifo-p070.aig,UNKNOWN,,N/A,N/A,N/A,N/A
cal161_log.txt,cal161.aig,./hwmcc1920cal/cal161.aig,PROVED,0.0,2,0.0,1.21,0.12
pdtvisgigamax3_log.txt,pdtvisgigamax3.aig,./hwmcc08/pdtvisgigamax3.aig,PROVED,0.0,2,0.01,17.39,0.04
oski2ub5i_log.txt,oski2ub5i.aig,./hwmcc14/single/oski2ub5i.aig,UNKNOWN,,N/A,N/A,N/A,N/A
oski15a01b47s_log.txt,oski15a01b47s.aig,./hwmcc15/oski15a01b47s.aig,BUG,0.77,1,0.03,4.75,0.61
6s189_log.txt,6s189.aig,./hwmcc13/single/6s189.aig,UNKNOWN,,N/A,N/A,N/A,N/A
dspfilters_fastfir_second-p14_log.txt,dspfilters_fastfir_second-p14.aig,./hwmcc20/aig-1.8/dspfilters_fastfir_second-p14.aig,PROVED,2.25,21,594.88,64.94,916.08
gen78_log.txt,gen78.aig,./avr/industry/gen78/gen78.aig,PROVED,0.03,1,2.18,37.65,5.78
intel043_log.txt,intel043.aig,./hwmcc1517/intel043.aig,UNKNOWN,,N/A,N/A,N/A,N/A
dspfilters_fastfir_second-p04_log.txt,dspfilters_fastfir_second-p04.aig,./hwmcc19/single/aig/wolf/2019C/dspfilters_fastfir_second-p04.aig,PROVED,0.04,10,20.76,66.73,31.11
gen68_log.txt,gen68.aig,./avr/industry/gen68/gen68.aig,PROVED,0.03,1,2.27,37.94,5.99
qspiflash_dualflexpress_divthree-p081_log.txt,qspiflash_dualflexpress_divthree-p081.aig,./hwmcc19/single/aig/wolf/2019C/qspiflash_dualflexpress_divthree-p081.aig,PROVED,0.13,118,859.56,47.39,1813.78
beemkrebs4b1_log.txt,beemkrebs4b1.aig,./hwmcc13/single/beemkrebs4b1.aig,UNKNOWN,,N/A,N/A,N/A,N/A
h_BufAl_log.txt,h_BufAl.aig,./avr/opensource/h_BufAl/h_BufAl.aig,UNKNOWN,,N/A,N/A,N/A,N/A
pdtvsarmultip24_log.txt,pdtvsarmultip24.aig,./hwmcc11/single/pdtvsarmultip24.aig,PROVED,0.0,2,0.0,0.7,0.02
boblivea_log.txt,boblivea.aig,./hwmcc11/single/boblivea.aig,PROVED,0.0,14,1.7,85.04,2.0
h_traffic_light_example_log.txt,h_traffic_light_example.aig,./avr/opensource/h_traffic_light_example/h_traffic_light_example.aig,PROVED,0.0,1,0.0,0.34,0.01
atxfifo-p00_log.txt,atxfifo-p00.aig,./others/atxfifo/aig/atxfifo-p00.aig,PROVED,0.0,1,0.0,0.35,0.01
shift1add256_log.txt,shift1add256.aig,./hwmcc15/shift1add256.aig,PROVED,0.0,27,0.36,69.41,0.51
cal113_log.txt,cal113.aig,./avr/industry/cal113/cal113.aig,PROVED,0.6,4,202.53,96.85,209.13
cal103_log.txt,cal103.aig,./avr/industry/cal103/cal103.aig,PROVED,0.8,4,164.4,92.24,178.24
139443p0neg_log.txt,139443p0neg.aig,./hwmcc08/139443p0neg.aig,BUG,0.86,3,0.35,40.34,0.86
zipcpu-pfcache-p02_log.txt,zipcpu-pfcache-p02.aig,./hwmcc20/aig-1.8/zipcpu-pfcache-p02.aig,PROVED,0.0,10,0.1,42.55,0.23
atxfifo-p10_log.txt,atxfifo-p10.aig,./others/atxfifo/aig/atxfifo-p10.aig,PROVED,0.0,1,0.0,0.39,0.01
pdtvisvsa16a24_log.txt,pdtvisvsa16a24.aig,./hwmcc08/pdtvisvsa16a24.aig,PROVED,0.0,2,0.0,0.47,0.02
oc8051gm3facc_log.txt,oc8051gm3facc.aig,./hwmcc1517/oc8051gm3facc.aig,UNKNOWN,,N/A,N/A,N/A,N/A
fastfir-p021_log.txt,fastfir-p021.aig,./others/fastfir/aig/fastfir-p021.aig,PROVED,1.1,19,887.62,70.7,1255.54
a19-p15_log.txt,a19-p15.aig,./hwmcc24/2024/hku/x-epic/a19-p15.aig,PROVED,0.0,1,0.0,0.0,0.01
bobtuint12neg_log.txt,bobtuint12neg.aig,./hwmcc11/single/bobtuint12neg.aig,PROVED,0.0,3,0.0,2.29,0.02
qspiflash_qflexpress_divfive-p080_log.txt,qspiflash_qflexpress_divfive-p080.aig,./hwmcc19/single/aig/wolf/2019C/qspiflash_qflexpress_divfive-p080.aig,PROVED,0.0,41,0.38,65.11,0.58
6s209b1_log.txt,6s209b1.aig,./hwmcc13/single/6s209b1.aig,PROVED,0.01,18,4.03,45.77,8.82
picorv32-check-p20_log.txt,picorv32-check-p20.aig,./hwmcc20/aig-1.8/picorv32-check-p20.aig,PROVED,0.0,6,0.02,27.86,0.08
fastfir-p031_log.txt,fastfir-p031.aig,./others/fastfir/aig/fastfir-p031.aig,PROVED,0.01,7,1.12,47.66,2.35
nusmvtcastp3_log.txt,nusmvtcastp3.aig,./hwmcc08/nusmvtcastp3.aig,PROVED,0.16,11,23.3,44.87,51.93
vis_QF_BV_s1269b_p2_log.txt,vis_QF_BV_s1269b_p2.aig,./avr/opensource/vis_QF_BV_s1269b_p2/vis_QF_BV_s1269b_p2.aig,PROVED,0.0,3,0.0,1.82,0.01
prodcellp2neg_log.txt,prodcellp2neg.aig,./hwmcc11/single/prodcellp2neg.aig,BUG,11.06,157,8.34,75.57,11.03
bobtuint25neg_log.txt,bobtuint25neg.aig,./hwmcc11/single/bobtuint25neg.aig,PROVED,0.0,8,0.01,24.02,0.03
rast-p00_log.txt,rast-p00.aig,./hwmcc20/aig-1.8/rast-p00.aig,PROVED,0.49,4,14.91,67.16,22.2
qspiflash_qflexpress_divfive-p029_log.txt,qspiflash_qflexpress_divfive-p029.aig,./hwmcc20/aig-1.8/qspiflash_qflexpress_divfive-p029.aig,PROVED,0.0,16,0.88,71.4,1.23
pdtvisns2p2_log.txt,pdtvisns2p2.aig,./hwmcc11/single/pdtvisns2p2.aig,PROVED,0.0,9,0.09,65.14,0.14
gen8_log.txt,gen8.aig,./avr/industry/gen8/gen8.aig,PROVED,0.0,1,0.0,4.08,0.02
fastfir-p098_log.txt,fastfir-p098.aig,./others/fastfir/aig/fastfir-p098.aig,PROVED,0.0,1,0.0,0.0,0.01
h_RCU_log.txt,h_RCU.aig,./hwmcc1920ns/h_RCU.aig,UNKNOWN,,N/A,N/A,N/A,N/A
beempgmprot1f2_log.txt,beempgmprot1f2.aig,./hwmcc15/beempgmprot1f2.aig,UNKNOWN,,N/A,N/A,N/A,N/A
rast-p10_log.txt,rast-p10.aig,./hwmcc24/2020/mann/rast-p10.aig,PROVED,0.0,2,0.0,0.13,0.11
fastfir-p088_log.txt,fastfir-p088.aig,./others/fastfir/aig/fastfir-p088.aig,PROVED,0.01,19,16.06,67.5,23.8
power2bit128_log.txt,power2bit128.aig,./hwmcc15/power2bit128.aig,PROVED,0.0,18,0.03,44.55,0.06
pdtvisvsar18_log.txt,pdtvisvsar18.aig,./hwmcc08/pdtvisvsar18.aig,PROVED,0.0,1,0.0,0.01,0.02
imgfifo-p083_log.txt,imgfifo-p083.aig,./others/vgasim-imgfifo/aig/imgfifo-p083.aig,UNKNOWN,,N/A,N/A,N/A,N/A
imgfifo-p093_log.txt,imgfifo-p093.aig,./others/vgasim-imgfifo/aig/imgfifo-p093.aig,PROVED,0.0,2,0.01,17.69,0.04
pdtvisvsar08_log.txt,pdtvisvsar08.aig,./hwmcc08/pdtvisvsar08.aig,PROVED,0.0,6,0.01,27.15,0.03
139444p0neg_log.txt,139444p0neg.aig,./hwmcc08/139444p0neg.aig,BUG,1.45,3,0.54,37.44,1.45
qspiflash_dualflexpress_divthree-p132_log.txt,qspiflash_dualflexpress_divthree-p132.aig,./hwmcc24/2019/wolf/2019C/qspiflash_dualflexpress_divthree-p132.aig,PROVED,0.0,3,0.0,4.9,0.01
6s152_log.txt,6s152.aig,./hwmcc13/single/6s152.aig,UNKNOWN,,N/A,N/A,N/A,N/A
vis_QF_BV_vlunc_log.txt,vis_QF_BV_vlunc.aig,./avr/opensource/vis_QF_BV_vlunc/vis_QF_BV_vlunc.aig,PROVED,0.0,2,0.0,2.42,0.01
6s39_log.txt,6s39.aig,./hwmcc11/single/6s39.aig,UNKNOWN,,N/A,N/A,N/A,N/A
cal22_log.txt,cal22.aig,./avr/industry/cal22/cal22.aig,PROVED,0.0,2,0.01,44.55,0.03
6s29_log.txt,6s29.aig,./hwmcc11/single/6s29.aig,UNKNOWN,,N/A,N/A,N/A,N/A
pdtpmsrethersqo_log.txt,pdtpmsrethersqo.aig,./hwmcc11/single/pdtpmsrethersqo.aig,PROVED,0.02,39,7.27,85.69,8.48
pdtvisblackjack4_log.txt,pdtvisblackjack4.aig,./hwmcc08/pdtvisblackjack4.aig,PROVED,0.0,11,0.46,67.4,0.69
cal32_log.txt,cal32.aig,./avr/industry/cal32/cal32.aig,PROVED,0.0,2,0.0,2.3,0.02
eijks208o_log.txt,eijks208o.aig,./hwmcc11/single/eijks208o.aig,PROVED,0.0,8,0.0,13.01,0.02
circular_pointer_top_w8_d16_e0_log.txt,circular_pointer_top_w8_d16_e0.aig,./hwmcc1920sat/circular_pointer_top_w8_d16_e0.aig,BUG,95.08,31,78.98,83.08,95.07
beemskbn3f1_log.txt,beemskbn3f1.aig,./hwmcc15/beemskbn3f1.aig,PROVED,0.01,3,0.21,42.67,0.49
marlann_compute_cp_fail2-p1_log.txt,marlann_compute_cp_fail2-p1.aig,./hwmcc24/2019/wolf/2019B/marlann_compute_cp_fail2-p1.aig,BUG,0.04,12,0.01,34.23,0.04
jm2006.c.i.v+cfa-reducer_log.txt,jm2006.c.i.v+cfa-reducer.aig,./hwmcc24/2024/sosylab/loop-lit/jm2006.c.i.v+cfa-reducer.aig,UNKNOWN,,N/A,N/A,N/A,N/A
gen47_log.txt,gen47.aig,./avr/industry/gen47/gen47.aig,PROVED,0.0,1,0.34,60.64,0.56
arbitrated_top_n5_w16_d32_e0_log.txt,arbitrated_top_n5_w16_d32_e0.aig,./hwmcc19/single/aig/mann/data-integrity/unsafe/arbitrated_top_n5_w16_d32_e0.aig,UNKNOWN,,N/A,N/A,N/A,N/A
pals_opt-floodmax.4.3.ufo.UNBOUNDED.pals_log.txt,pals_opt-floodmax.4.3.ufo.UNBOUNDED.pals.aig,./hwmcc24/2024/sosylab/seq-mthreaded/pals_opt-floodmax.4.3.ufo.UNBOUNDED.pals.aig,UNKNOWN,,N/A,N/A,N/A,N/A
pdtpmsgoodbakery_log.txt,pdtpmsgoodbakery.aig,./hwmcc11/single/pdtpmsgoodbakery.aig,UNKNOWN,,N/A,N/A,N/A,N/A
gen57_log.txt,gen57.aig,./avr/industry/gen57/gen57.aig,PROVED,0.05,2,8.39,59.4,14.13
oc8051gm12data_log.txt,oc8051gm12data.aig,./hwmcc1517/oc8051gm12data.aig,PROVED,1.01,35,798.54,63.97,1248.29
qspiflash_dualflexpress_divfive-p135_log.txt,qspiflash_dualflexpress_divfive-p135.aig,./hwmcc20/aig-1.8/qspiflash_dualflexpress_divfive-p135.aig,PROVED,0.01,34,6.46,74.42,8.68
imgfifo-p077_log.txt,imgfifo-p077.aig,./others/vgasim-imgfifo/aig/imgfifo-p077.aig,UNKNOWN,,N/A,N/A,N/A,N/A
telephony.6.prop1-func-interl_log.txt,telephony.6.prop1-func-interl.aig,./hwmcc19/single/aig/beem/telephony.6.prop1-func-interl.aig,BUG,2580.54,37,1733.35,67.17,2580.49
dme3ptimo_log.txt,dme3ptimo.aig,./hwmcc08/dme3ptimo.aig,BUG,0.02,4,0.0,6.73,0.02
vcegar_QF_BV_usb_phy_1_log.txt,vcegar_QF_BV_usb_phy_1.aig,./hwmcc1920/fraig/vcegar_QF_BV_usb_phy_1.aig,BUG,0.33,38,0.22,66.28,0.33
a10-p23_log.txt,a10-p23.aig,./hwmcc24/2024/hku/x-epic/a10-p23.aig,PROVED,0.0,1,0.0,0.3,0.01
cal228_log.txt,cal228.aig,./avr/industry/cal228/cal228.aig,UNKNOWN,,N/A,N/A,N/A,N/A
fastfir-p104_log.txt,fastfir-p104.aig,./others/fastfir/aig/fastfir-p104.aig,PROVED,0.04,19,22.65,67.76,33.42
a08-p3_log.txt,a08-p3.aig,./x-epic-2024/aig/a08-p3.aig,UNKNOWN,,N/A,N/A,N/A,N/A
fastfir-p114_log.txt,fastfir-p114.aig,./others/fastfir/aig/fastfir-p114.aig,PROVED,0.03,17,9.34,61.0,15.31
visemodel_log.txt,visemodel.aig,./hwmcc08/visemodel.aig,PROVED,0.0,2,0.0,1.1,0.02
a16-p074_log.txt,a16-p074.aig,./hwmcc24/2024/hku/x-epic/a16-p074.aig,PROVED,0.0,7,0.15,59.55,0.25
yosyshq_appnote_123_cv32e40x-p255_log.txt,yosyshq_appnote_123_cv32e40x-p255.aig,./hwmcc24/2024/yosyshq/appnote_123/cv32e40x/yosyshq_appnote_123_cv32e40x-p255.aig,UNKNOWN,,N/A,N/A,N/A,N/A
frogs.2.prop1-back-serstep_log.txt,frogs.2.prop1-back-serstep.aig,./hwmcc19/single/aig/beem/frogs.2.prop1-back-serstep.aig,BUG,1.37,16,1.21,88.63,1.36
beemtlphn4f1_log.txt,beemtlphn4f1.aig,./hwmcc15/beemtlphn4f1.aig,PROVED,0.02,14,14.35,85.47,16.79
picorv32_mutCX_nomem-p3_log.txt,picorv32_mutCX_nomem-p3.aig,./hwmcc19/single/aig/wolf/2019A/picorv32_mutCX_nomem-p3.aig,UNKNOWN,,N/A,N/A,N/A,N/A
oski15a01b78s_log.txt,oski15a01b78s.aig,./hwmcc15/oski15a01b78s.aig,UNKNOWN,,N/A,N/A,N/A,N/A
texastwoprocp5_log.txt,texastwoprocp5.aig,./hwmcc08/texastwoprocp5.aig,BUG,0.2,15,0.12,62.43,0.19
qspiflash_qflexpress_divfive-p064_log.txt,qspiflash_qflexpress_divfive-p064.aig,./hwmcc20/aig-1.8/qspiflash_qflexpress_divfive-p064.aig,PROVED,0.0,12,0.06,51.6,0.11
shift_register_top_w16_d16_e0_log.txt,shift_register_top_w16_d16_e0.aig,./hwmcc20/aig-1.8/shift_register_top_w16_d16_e0.aig,BUG,3.96,32,3.43,86.92,3.94
yosyshq_appnote_123_cv32e40x-p568_log.txt,yosyshq_appnote_123_cv32e40x-p568.aig,./hwmcc24/2024/yosyshq/appnote_123/cv32e40x/yosyshq_appnote_123_cv32e40x-p568.aig,PROVED,0.12,18,199.51,81.85,243.74
oski15a01b79s_log.txt,oski15a01b79s.aig,./hwmcc15/oski15a01b79s.aig,UNKNOWN,,N/A,N/A,N/A,N/A
6s320rb1_log.txt,6s320rb1.aig,./hwmcc14/single/6s320rb1.aig,UNKNOWN,,N/A,N/A,N/A,N/A
cache_coherence_three_log.txt,cache_coherence_three.aig,./avr/opensource/cache_coherence_three/cache_coherence_three.aig,PROVED,0.0,2,0.0,10.27,0.02
pdtvishuffman3_log.txt,pdtvishuffman3.aig,./hwmcc08/pdtvishuffman3.aig,PROVED,0.0,5,0.0,17.51,0.02
pdtvsar8multip25_log.txt,pdtvsar8multip25.aig,./hwmcc11/single/pdtvsar8multip25.aig,PROVED,0.0,2,0.0,1.95,0.02
dme4ptimo_log.txt,dme4ptimo.aig,./hwmcc08/dme4ptimo.aig,BUG,0.02,4,0.0,6.28,0.02
zipversa_composecrc_prf-p21_log.txt,zipversa_composecrc_prf-p21.aig,./hwmcc19/single/aig/wolf/2019C/zipversa_composecrc_prf-p21.aig,PROVED,0.0,8,0.01,18.64,0.03
pdtvisns3p00_log.txt,pdtvisns3p00.aig,./hwmcc11/single/pdtvisns3p00.aig,PROVED,0.01,8,1.41,83.19,1.69
6s374b114_log.txt,6s374b114.aig,./hwmcc-appr/6s374b114.aig,PROVED,0.0,2,0.0,0.66,0.35
circular_pointer_top_w8_d128_e0_log.txt,circular_pointer_top_w8_d128_e0.aig,./hwmcc19/single/aig/mann/data-integrity/unsafe/circular_pointer_top_w8_d128_e0.aig,UNKNOWN,,N/A,N/A,N/A,N/A
Problem10_label08_log.txt,Problem10_label08.aig,./hwmcc24/2024/sosylab/eca-rers2012/Problem10_label08.aig,PROVED,0.03,3,0.58,15.73,3.68
pdtvisns3p10_log.txt,pdtvisns3p10.aig,./hwmcc08/pdtvisns3p10.aig,PROVED,0.0,2,0.0,14.23,0.02
power2eq2048_log.txt,power2eq2048.aig,./hwmcc15/power2eq2048.aig,PROVED,0.0,98,3.31,72.34,4.57
qspiflash_dualflexpress_divthree-p007_log.txt,qspiflash_dualflexpress_divthree-p007.aig,./hwmcc20/aig-1.8/qspiflash_dualflexpress_divthree-p007.aig,PROVED,0.1,63,848.88,62.71,1353.75
qspiflash_dualflexpress_divthree-p075_log.txt,qspiflash_dualflexpress_divthree-p075.aig,./hwmcc20/aig-1.8/qspiflash_dualflexpress_divthree-p075.aig,PROVED,0.0,9,0.26,62.83,0.41
pdtvistictactoe08_log.txt,pdtvistictactoe08.aig,./hwmcc08/pdtvistictactoe08.aig,BUG,0.01,0,0.0,0.33,0.01
yosyshq_appnote_123_cv32e40x-p039_log.txt,yosyshq_appnote_123_cv32e40x-p039.aig,./hwmcc24/2024/yosyshq/appnote_123/cv32e40x/yosyshq_appnote_123_cv32e40x-p039.aig,UNKNOWN,,N/A,N/A,N/A,N/A
krebs.3.prop1-func-interl_log.txt,krebs.3.prop1-func-interl.aig,./hwmcc1920ns/krebs.3.prop1-func-interl.aig,UNKNOWN,,N/A,N/A,N/A,N/A
pdtpmsudc8_log.txt,pdtpmsudc8.aig,./hwmcc11/single/pdtpmsudc8.aig,PROVED,0.28,211,419.86,75.73,554.41
cal195_log.txt,cal195.aig,./avr/industry/cal195/cal195.aig,UNKNOWN,,N/A,N/A,N/A,N/A
vis_arrays_vsaR_p13_log.txt,vis_arrays_vsaR_p13.aig,./avr/opensource/vis_arrays_vsaR_p13/vis_arrays_vsaR_p13.aig,PROVED,0.0,4,0.0,22.88,0.02
6s16_log.txt,6s16.aig,./hwmcc11/single/6s16.aig,UNKNOWN,,N/A,N/A,N/A,N/A
cal185_log.txt,cal185.aig,./avr/industry/cal185/cal185.aig,PROVED,0.02,2,0.84,71.82,1.16
vis_arrays_vsaR_p03_log.txt,vis_arrays_vsaR_p03.aig,./avr/opensource/vis_arrays_vsaR_p03/vis_arrays_vsaR_p03.aig,PROVED,0.0,1,0.0,0.72,0.01
lcm1_valuebound100_log.txt,lcm1_valuebound100.aig,./hwmcc24/2024/sosylab/nla-digbench-scaling/lcm1_valuebound100.aig,UNKNOWN,,N/A,N/A,N/A,N/A
pdtvisvsar27_log.txt,pdtvisvsar27.aig,./hwmcc11/single/pdtvisvsar27.aig,PROVED,0.0,5,0.01,28.24,0.03
oski15a14b04s_log.txt,oski15a14b04s.aig,./hwmcc15/oski15a14b04s.aig,UNKNOWN,,N/A,N/A,N/A,N/A
139443p23_log.txt,139443p23.aig,./hwmcc08/139443p23.aig,BUG,7.5,4,3.74,49.98,7.49
oski15a14b05s_log.txt,oski15a14b05s.aig,./hwmcc15/oski15a14b05s.aig,UNKNOWN,,N/A,N/A,N/A,N/A
cal6_log.txt,cal6.aig,./avr/industry/cal6/cal6.aig,PROVED,0.0,2,0.01,38.47,0.03
